IF set: {'37'}  THEN set: {'1'}  CONFIDENCE: 0.9362745098039216
IF set: {'77'}  THEN set: {'36'}  CONFIDENCE: 0.8260869565217391
IF set: {'77', '39'}  THEN set: {'92'}  CONFIDENCE: 0.9402173913043478
IF set: {'92', '77'}  THEN set: {'39'}  CONFIDENCE: 0.9774011299435028
IF set: {'77', '78'}  THEN set: {'5'}  CONFIDENCE: 0.7370689655172413
IF set: {'5'}  THEN set: {'36'}  CONFIDENCE: 0.7402745995423341
IF set: {'78'}  THEN set: {'5'}  CONFIDENCE: 0.6689944134078212
IF set: {'60', '71'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '71'}  THEN set: {'60'}  CONFIDENCE: 0.9885057471264368
IF set: {'71', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9884393063583815
IF set: {'48', '71'}  THEN set: {'92'}  CONFIDENCE: 0.8743718592964824
IF set: {'92', '71'}  THEN set: {'48'}  CONFIDENCE: 0.883248730964467
IF set: {'39', '71'}  THEN set: {'92', '48'}  CONFIDENCE: 0.8113207547169812
IF set: {'48', '39', '71'}  THEN set: {'92'}  CONFIDENCE: 0.9717514124293786
IF set: {'92', '48', '71'}  THEN set: {'39'}  CONFIDENCE: 0.9885057471264368
IF set: {'92', '39', '71'}  THEN set: {'48'}  CONFIDENCE: 0.8730964467005076
IF set: {'36', '48', '71'}  THEN set: {'92'}  CONFIDENCE: 0.90625
IF set: {'36', '71', '92'}  THEN set: {'48'}  CONFIDENCE: 0.883248730964467
IF set: {'36', '71'}  THEN set: {'48', '39'}  CONFIDENCE: 0.6604477611940298
IF set: {'36', '39', '71'}  THEN set: {'48'}  CONFIDENCE: 0.8349056603773585
IF set: {'71'}  THEN set: {'48'}  CONFIDENCE: 0.6503267973856209
IF set: {'5', '71'}  THEN set: {'92'}  CONFIDENCE: 0.9411764705882353
IF set: {'39', '5', '71'}  THEN set: {'92'}  CONFIDENCE: 0.9505494505494505
IF set: {'92', '5', '71'}  THEN set: {'39'}  CONFIDENCE: 0.9829545454545454
IF set: {'36', '5', '71'}  THEN set: {'92'}  CONFIDENCE: 0.967032967032967
IF set: {'38', '71', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'39', '71', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0057803468208093
IF set: {'39', '38', '71'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'92', '38', '71'}  THEN set: {'39'}  CONFIDENCE: 0.9884393063583815
IF set: {'92', '71', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'78', '71'}  THEN set: {'38'}  CONFIDENCE: 0.7066115702479339
IF set: {'36', '78', '71'}  THEN set: {'5'}  CONFIDENCE: 0.7947598253275109
IF set: {'78', '5', '71'}  THEN set: {'36'}  CONFIDENCE: 0.9732620320855615
IF set: {'78', '39', '71'}  THEN set: {'92'}  CONFIDENCE: 0.9312169312169312
IF set: {'78', '71', '92'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'78', '71', '14'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'36', '71', '14'}  THEN set: {'78'}  CONFIDENCE: 0.9826589595375722
IF set: {'36', '78', '71', '92'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'36', '39', '78', '71'}  THEN set: {'92'}  CONFIDENCE: 0.9312169312169312
IF set: {'36', '39', '71', '92'}  THEN set: {'78'}  CONFIDENCE: 0.8934010152284264
IF set: {'78', '39', '71', '92'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'60', '71', '14'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'60', '36', '71'}  THEN set: {'14'}  CONFIDENCE: 0.9941860465116279
IF set: {'36', '38', '71'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'60', '39', '71'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'36', '38', '71', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'36', '39', '38', '71'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'36', '39', '71', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0057803468208093
IF set: {'39', '38', '71', '14'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'36', '71', '14', '92'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'92', '39', '71', '14'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'48', '36'}  THEN set: {'92'}  CONFIDENCE: 0.7294751009421265
IF set: {'92', '36'}  THEN set: {'48'}  CONFIDENCE: 0.7057291666666666
IF set: {'39', '5'}  THEN set: {'92'}  CONFIDENCE: 0.7741935483870968
IF set: {'92', '5'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'5', '36'}  THEN set: {'92'}  CONFIDENCE: 0.7836166924265843
IF set: {'78', '36'}  THEN set: {'5'}  CONFIDENCE: 0.7015625
IF set: {'5', '78'}  THEN set: {'36'}  CONFIDENCE: 0.9373695198329853
IF set: {'39', '78'}  THEN set: {'92'}  CONFIDENCE: 0.8737864077669902
IF set: {'92', '78'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'78', '14'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'78', '39', '36'}  THEN set: {'92'}  CONFIDENCE: 0.8737864077669902
IF set: {'78', '36', '92'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'92', '39', '78'}  THEN set: {'36'}  CONFIDENCE: 1.0
IF set: {'60', '36'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '36'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '36', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'39', '36', '14'}  THEN set: {'38'}  CONFIDENCE: 0.9477726574500768
IF set: {'39', '38', '36'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'92', '36', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'92', '39', '36'}  THEN set: {'14'}  CONFIDENCE: 0.84765625
IF set: {'25'}  THEN set: {'103'}  CONFIDENCE: 0.6797385620915033
IF set: {'73', '94'}  THEN set: {'60'}  CONFIDENCE: 0.8472906403940886
IF set: {'73', '105', '94'}  THEN set: {'104'}  CONFIDENCE: 1.0
IF set: {'73', '104', '94'}  THEN set: {'105'}  CONFIDENCE: 0.9243243243243243
IF set: {'73'}  THEN set: {'60'}  CONFIDENCE: 0.7417582417582418
IF set: {'73', '104'}  THEN set: {'105'}  CONFIDENCE: 0.8778877887788779
IF set: {'73', '105'}  THEN set: {'104'}  CONFIDENCE: 1.0
IF set: {'73', '18'}  THEN set: {'104', '11'}  CONFIDENCE: 0.6653696498054474
IF set: {'73', '11'}  THEN set: {'104', '18'}  CONFIDENCE: 0.7434782608695653
IF set: {'73', '18', '11'}  THEN set: {'104'}  CONFIDENCE: 0.95
IF set: {'104', '73', '18'}  THEN set: {'11'}  CONFIDENCE: 0.7533039647577092
IF set: {'73', '104', '11'}  THEN set: {'18'}  CONFIDENCE: 0.7844036697247706
IF set: {'60', '73'}  THEN set: {'105', '11'}  CONFIDENCE: 0.7222222222222222
IF set: {'60', '73', '11'}  THEN set: {'105'}  CONFIDENCE: 0.9420289855072463
IF set: {'60', '73', '105'}  THEN set: {'11'}  CONFIDENCE: 0.8091286307053942
IF set: {'73', '105', '11'}  THEN set: {'60'}  CONFIDENCE: 0.9653465346534653
IF set: {'60', '73', '104'}  THEN set: {'105', '11'}  CONFIDENCE: 0.7222222222222222
IF set: {'105', '73', '104'}  THEN set: {'60', '11'}  CONFIDENCE: 0.7330827067669173
IF set: {'60', '73', '104', '11'}  THEN set: {'105'}  CONFIDENCE: 0.9420289855072463
IF set: {'60', '73', '105', '11'}  THEN set: {'104'}  CONFIDENCE: 1.0
IF set: {'105', '73', '104', '11'}  THEN set: {'60'}  CONFIDENCE: 0.9653465346534653
IF set: {'60', '105', '73', '104'}  THEN set: {'11'}  CONFIDENCE: 0.8091286307053942
IF set: {'60', '73', '18'}  THEN set: {'104'}  CONFIDENCE: 0.9845360824742269
IF set: {'105', '73', '18'}  THEN set: {'60', '104'}  CONFIDENCE: 0.8268398268398268
IF set: {'60', '104', '73', '18'}  THEN set: {'105'}  CONFIDENCE: 1.0
IF set: {'60', '105', '73', '18'}  THEN set: {'104'}  CONFIDENCE: 0.9845360824742269
IF set: {'105', '104', '73', '18'}  THEN set: {'60'}  CONFIDENCE: 0.8925233644859814
IF set: {'94'}  THEN set: {'60'}  CONFIDENCE: 0.661744966442953
IF set: {'104', '94'}  THEN set: {'105'}  CONFIDENCE: 0.9299820466786356
IF set: {'105', '94'}  THEN set: {'104'}  CONFIDENCE: 0.8764805414551607
IF set: {'18', '11'}  THEN set: {'104'}  CONFIDENCE: 0.9016786570743405
IF set: {'104', '18'}  THEN set: {'11'}  CONFIDENCE: 0.6631393298059964
IF set: {'11'}  THEN set: {'104'}  CONFIDENCE: 0.880781089414183
IF set: {'60', '11'}  THEN set: {'105'}  CONFIDENCE: 0.9104477611940298
IF set: {'105', '11'}  THEN set: {'60'}  CONFIDENCE: 0.9469598965071151
IF set: {'104', '11'}  THEN set: {'60', '105'}  CONFIDENCE: 0.8541423570595099
IF set: {'60', '104', '11'}  THEN set: {'105'}  CONFIDENCE: 0.9104477611940298
IF set: {'60', '105', '11'}  THEN set: {'104'}  CONFIDENCE: 1.0
IF set: {'105', '104', '11'}  THEN set: {'60'}  CONFIDENCE: 0.9469598965071151
IF set: {'60', '104'}  THEN set: {'105'}  CONFIDENCE: 0.7359496124031008
IF set: {'60', '105'}  THEN set: {'104'}  CONFIDENCE: 0.7706747843734145
IF set: {'105', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9084928229665071
IF set: {'60', '18'}  THEN set: {'104'}  CONFIDENCE: 0.9427966101694916
IF set: {'60', '104', '18'}  THEN set: {'105'}  CONFIDENCE: 1.0
IF set: {'60', '105', '18'}  THEN set: {'104'}  CONFIDENCE: 0.9427966101694916
IF set: {'105', '104', '18'}  THEN set: {'60'}  CONFIDENCE: 0.8759842519685039
IF set: {'105', '18'}  THEN set: {'104'}  CONFIDENCE: 0.6902173913043478
IF set: {'18'}  THEN set: {'105'}  CONFIDENCE: 0.700952380952381
IF set: {'13', '14'}  THEN set: {'100'}  CONFIDENCE: 0.684
IF set: {'13', '100'}  THEN set: {'14'}  CONFIDENCE: 0.9884393063583815
IF set: {'100'}  THEN set: {'14'}  CONFIDENCE: 0.9506849315068493
IF set: {'60', '100'}  THEN set: {'104'}  CONFIDENCE: 0.890625
IF set: {'104', '100'}  THEN set: {'60'}  CONFIDENCE: 0.8860103626943006
IF set: {'60', '84'}  THEN set: {'100'}  CONFIDENCE: 0.7242798353909465
IF set: {'84', '100'}  THEN set: {'60'}  CONFIDENCE: 0.676923076923077
IF set: {'38', '84'}  THEN set: {'100'}  CONFIDENCE: 0.6688524590163935
IF set: {'38', '100'}  THEN set: {'84'}  CONFIDENCE: 0.7727272727272727
IF set: {'60', '84', '100'}  THEN set: {'3'}  CONFIDENCE: 0.9772727272727273
IF set: {'60', '84', '3'}  THEN set: {'100'}  CONFIDENCE: 0.7713004484304933
IF set: {'60', '100', '3'}  THEN set: {'84'}  CONFIDENCE: 0.6963562753036437
IF set: {'84', '100', '3'}  THEN set: {'60'}  CONFIDENCE: 0.7713004484304933
IF set: {'38', '84', '100'}  THEN set: {'3'}  CONFIDENCE: 0.8578431372549019
IF set: {'38', '84', '3'}  THEN set: {'100'}  CONFIDENCE: 0.7918552036199095
IF set: {'38', '100', '3'}  THEN set: {'84'}  CONFIDENCE: 0.7608695652173914
IF set: {'60', '100', '14'}  THEN set: {'84', '3'}  CONFIDENCE: 0.8958333333333334
IF set: {'60', '84', '14'}  THEN set: {'100', '3'}  CONFIDENCE: 0.7078189300411523
IF set: {'84', '100', '14'}  THEN set: {'60', '3'}  CONFIDENCE: 0.6852589641434262
IF set: {'60', '3', '100', '14'}  THEN set: {'84'}  CONFIDENCE: 0.6963562753036437
IF set: {'60', '84', '3', '14'}  THEN set: {'100'}  CONFIDENCE: 0.7713004484304933
IF set: {'60', '84', '100', '3'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'3', '84', '100', '14'}  THEN set: {'60'}  CONFIDENCE: 0.7962962962962963
IF set: {'60', '84', '100', '14'}  THEN set: {'3'}  CONFIDENCE: 0.9772727272727273
IF set: {'38', '100', '14'}  THEN set: {'84', '3'}  CONFIDENCE: 0.6628787878787878
IF set: {'3', '38', '100', '14'}  THEN set: {'84'}  CONFIDENCE: 0.7608695652173914
IF set: {'38', '84', '3', '14'}  THEN set: {'100'}  CONFIDENCE: 0.7918552036199095
IF set: {'84', '38', '100', '3'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'84', '38', '100', '14'}  THEN set: {'3'}  CONFIDENCE: 0.8578431372549019
IF set: {'84', '3'}  THEN set: {'100', '14'}  CONFIDENCE: 0.7686832740213523
IF set: {'100', '3'}  THEN set: {'84', '14'}  CONFIDENCE: 0.6835443037974683
IF set: {'84', '3', '14'}  THEN set: {'100'}  CONFIDENCE: 0.8
IF set: {'3', '100', '14'}  THEN set: {'84'}  CONFIDENCE: 0.7058823529411765
IF set: {'38', '84', '14'}  THEN set: {'100'}  CONFIDENCE: 0.6688524590163935
IF set: {'84', '14'}  THEN set: {'100'}  CONFIDENCE: 0.6839237057220708
IF set: {'100', '14'}  THEN set: {'84'}  CONFIDENCE: 0.723342939481268
IF set: {'60', '84', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7242798353909465
IF set: {'60', '100', '65'}  THEN set: {'84'}  CONFIDENCE: 0.9166666666666666
IF set: {'84', '100', '65'}  THEN set: {'60'}  CONFIDENCE: 0.6821705426356589
IF set: {'38', '84', '65'}  THEN set: {'100'}  CONFIDENCE: 0.6688524590163935
IF set: {'38', '100', '65'}  THEN set: {'84'}  CONFIDENCE: 0.7727272727272727
IF set: {'60', '100', '3', '65'}  THEN set: {'84'}  CONFIDENCE: 0.6963562753036437
IF set: {'60', '84', '3', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7713004484304933
IF set: {'84', '100', '3', '65'}  THEN set: {'60'}  CONFIDENCE: 0.7713004484304933
IF set: {'60', '84', '100', '65'}  THEN set: {'3'}  CONFIDENCE: 0.9772727272727273
IF set: {'38', '100', '3', '65'}  THEN set: {'84'}  CONFIDENCE: 0.7608695652173914
IF set: {'38', '84', '3', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7918552036199095
IF set: {'84', '38', '100', '65'}  THEN set: {'3'}  CONFIDENCE: 0.8578431372549019
IF set: {'60', '100', '14', '65'}  THEN set: {'84', '3'}  CONFIDENCE: 0.8958333333333334
IF set: {'60', '84', '14', '65'}  THEN set: {'100', '3'}  CONFIDENCE: 0.7078189300411523
IF set: {'84', '100', '14', '65'}  THEN set: {'60', '3'}  CONFIDENCE: 0.6852589641434262
IF set: {'100', '60', '3', '14', '65'}  THEN set: {'84'}  CONFIDENCE: 0.6963562753036437
IF set: {'100', '60', '84', '3', '14'}  THEN set: {'65'}  CONFIDENCE: 1.0
IF set: {'60', '84', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7713004484304933
IF set: {'100', '60', '84', '3', '65'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'100', '84', '3', '14', '65'}  THEN set: {'60'}  CONFIDENCE: 0.7962962962962963
IF set: {'100', '60', '84', '14', '65'}  THEN set: {'3'}  CONFIDENCE: 0.9772727272727273
IF set: {'38', '100', '14', '65'}  THEN set: {'84', '3'}  CONFIDENCE: 0.6628787878787878
IF set: {'38', '100', '3', '14', '65'}  THEN set: {'84'}  CONFIDENCE: 0.7608695652173914
IF set: {'38', '100', '84', '3', '14'}  THEN set: {'65'}  CONFIDENCE: 1.0
IF set: {'38', '84', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7918552036199095
IF set: {'38', '100', '84', '3', '65'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '100', '84', '14', '65'}  THEN set: {'3'}  CONFIDENCE: 0.8578431372549019
IF set: {'100', '3', '65'}  THEN set: {'84', '14'}  CONFIDENCE: 0.6835443037974683
IF set: {'84', '3', '65'}  THEN set: {'100', '14'}  CONFIDENCE: 0.7686832740213523
IF set: {'3', '100', '14', '65'}  THEN set: {'84'}  CONFIDENCE: 0.7058823529411765
IF set: {'84', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.8
IF set: {'38', '84', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.6688524590163935
IF set: {'84', '65'}  THEN set: {'100', '14'}  CONFIDENCE: 0.6519480519480519
IF set: {'100', '65'}  THEN set: {'84', '14'}  CONFIDENCE: 0.7030812324929971
IF set: {'84', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.6839237057220708
IF set: {'100', '14', '65'}  THEN set: {'84'}  CONFIDENCE: 0.723342939481268
IF set: {'60', '3', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7670807453416149
IF set: {'38', '3', '65'}  THEN set: {'100'}  CONFIDENCE: 0.777027027027027
IF set: {'60', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7670807453416149
IF set: {'38', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.777027027027027
IF set: {'3', '65'}  THEN set: {'100', '14'}  CONFIDENCE: 0.7611940298507462
IF set: {'3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.7927461139896373
IF set: {'13', '3'}  THEN set: {'100'}  CONFIDENCE: 0.8095238095238095
IF set: {'104', '3'}  THEN set: {'60', '100'}  CONFIDENCE: 0.6892430278884463
IF set: {'60', '104', '100'}  THEN set: {'3'}  CONFIDENCE: 1.0116959064327486
IF set: {'60', '104', '3'}  THEN set: {'100'}  CONFIDENCE: 0.7723214285714286
IF set: {'104', '100', '3'}  THEN set: {'60'}  CONFIDENCE: 0.9105263157894737
IF set: {'60', '38', '100'}  THEN set: {'3'}  CONFIDENCE: 0.9791666666666666
IF set: {'104', '3', '14'}  THEN set: {'60', '100'}  CONFIDENCE: 0.6772908366533864
IF set: {'104', '100', '14'}  THEN set: {'60', '3'}  CONFIDENCE: 0.8808290155440415
IF set: {'60', '104', '3', '14'}  THEN set: {'100'}  CONFIDENCE: 0.7589285714285714
IF set: {'60', '104', '100', '3'}  THEN set: {'14'}  CONFIDENCE: 0.9826589595375722
IF set: {'3', '104', '100', '14'}  THEN set: {'60'}  CONFIDENCE: 0.8947368421052632
IF set: {'60', '104', '100', '14'}  THEN set: {'3'}  CONFIDENCE: 0.9941520467836257
IF set: {'60', '38', '100', '3'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'60', '38', '100', '14'}  THEN set: {'3'}  CONFIDENCE: 0.9791666666666666
IF set: {'13', '65'}  THEN set: {'100'}  CONFIDENCE: 0.9010416666666666
IF set: {'104', '65'}  THEN set: {'60', '100'}  CONFIDENCE: 0.8382352941176471
IF set: {'60', '104', '65'}  THEN set: {'100'}  CONFIDENCE: 0.9095744680851063
IF set: {'104', '100', '65'}  THEN set: {'60'}  CONFIDENCE: 0.8860103626943006
IF set: {'104', '3', '65'}  THEN set: {'60', '100'}  CONFIDENCE: 0.9942528735632183
IF set: {'60', '104', '3', '65'}  THEN set: {'100'}  CONFIDENCE: 0.8277511961722488
IF set: {'104', '100', '3', '65'}  THEN set: {'60'}  CONFIDENCE: 0.9105263157894737
IF set: {'60', '104', '100', '65'}  THEN set: {'3'}  CONFIDENCE: 1.0116959064327486
IF set: {'60', '38', '3', '65'}  THEN set: {'100'}  CONFIDENCE: 0.749003984063745
IF set: {'60', '38', '100', '65'}  THEN set: {'3'}  CONFIDENCE: 0.9791666666666666
IF set: {'104', '14', '65'}  THEN set: {'100', '3'}  CONFIDENCE: 0.9313725490196079
IF set: {'104', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 1.0919540229885059
IF set: {'104', '100', '14', '65'}  THEN set: {'3'}  CONFIDENCE: 0.9844559585492227
IF set: {'38', '100', '60', '3', '14'}  THEN set: {'65'}  CONFIDENCE: 1.0
IF set: {'38', '60', '3', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.749003984063745
IF set: {'38', '100', '60', '3', '65'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '100', '60', '14', '65'}  THEN set: {'3'}  CONFIDENCE: 0.9791666666666666
IF set: {'60', '104', '14', '65'}  THEN set: {'100'}  CONFIDENCE: 0.9095744680851063
IF set: {'84'}  THEN set: {'38'}  CONFIDENCE: 0.6616052060737527
IF set: {'38', '65'}  THEN set: {'84'}  CONFIDENCE: 0.7210401891252955
IF set: {'38', '14', '65'}  THEN set: {'84'}  CONFIDENCE: 0.7210401891252955
IF set: {'14', '65'}  THEN set: {'84'}  CONFIDENCE: 0.6796296296296296
IF set: {'65'}  THEN set: {'84'}  CONFIDENCE: 0.6660899653979239
IF set: {'3'}  THEN set: {'38'}  CONFIDENCE: 0.7289325842696629
IF set: {'60', '3'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'3', '14'}  THEN set: {'60'}  CONFIDENCE: 0.664
IF set: {'38', '3'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'60', '65'}  THEN set: {'3'}  CONFIDENCE: 0.74364896073903
IF set: {'60', '3', '14'}  THEN set: {'65'}  CONFIDENCE: 0.7759036144578313
IF set: {'60', '14', '65'}  THEN set: {'3'}  CONFIDENCE: 0.74364896073903
IF set: {'60', '38', '3'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '3', '14'}  THEN set: {'60'}  CONFIDENCE: 0.7996146435452793
IF set: {'104', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9106830122591943
IF set: {'60', '38', '65'}  THEN set: {'3'}  CONFIDENCE: 0.7296511627906976
IF set: {'60', '38', '14', '65'}  THEN set: {'3'}  CONFIDENCE: 0.7296511627906976
IF set: {'87', '31'}  THEN set: {'51', '26'}  CONFIDENCE: 0.9301075268817204
IF set: {'51', '87'}  THEN set: {'26', '31'}  CONFIDENCE: 0.6975806451612904
IF set: {'87', '26'}  THEN set: {'51', '31'}  CONFIDENCE: 0.8917525773195877
IF set: {'51', '87', '31'}  THEN set: {'26'}  CONFIDENCE: 0.9301075268817204
IF set: {'87', '31', '26'}  THEN set: {'51'}  CONFIDENCE: 0.9301075268817204
IF set: {'51', '26', '87'}  THEN set: {'31'}  CONFIDENCE: 0.9719101123595506
IF set: {'60', '87', '31'}  THEN set: {'26'}  CONFIDENCE: 0.9497206703910615
IF set: {'60', '26', '87'}  THEN set: {'31'}  CONFIDENCE: 1.0
IF set: {'87'}  THEN set: {'51'}  CONFIDENCE: 0.6613333333333333
IF set: {'60', '87'}  THEN set: {'62'}  CONFIDENCE: 0.6690647482014388
IF set: {'87', '62'}  THEN set: {'60'}  CONFIDENCE: 1.0276243093922652
IF set: {'87', '104'}  THEN set: {'60'}  CONFIDENCE: 0.9082125603864735
IF set: {'87', '105'}  THEN set: {'60', '104'}  CONFIDENCE: 1.0217391304347827
IF set: {'60', '87', '104'}  THEN set: {'105'}  CONFIDENCE: 1.0
IF set: {'60', '87', '105'}  THEN set: {'104'}  CONFIDENCE: 1.0867052023121386
IF set: {'104', '87', '105'}  THEN set: {'60'}  CONFIDENCE: 0.9447236180904522
IF set: {'87', '32'}  THEN set: {'31'}  CONFIDENCE: 0.8151658767772512
IF set: {'87', '28'}  THEN set: {'60'}  CONFIDENCE: 0.7699115044247787
IF set: {'87', '29'}  THEN set: {'28'}  CONFIDENCE: 0.860655737704918
IF set: {'51', '29'}  THEN set: {'87'}  CONFIDENCE: 0.7489539748953975
IF set: {'87', '103'}  THEN set: {'29'}  CONFIDENCE: 0.7171314741035857
IF set: {'60', '51', '87'}  THEN set: {'105'}  CONFIDENCE: 0.8202764976958525
IF set: {'51', '87', '105'}  THEN set: {'60'}  CONFIDENCE: 0.9417989417989417
IF set: {'60', '87', '103'}  THEN set: {'105'}  CONFIDENCE: 1.0
IF set: {'87', '105', '103'}  THEN set: {'60'}  CONFIDENCE: 0.9402173913043478
IF set: {'51', '31'}  THEN set: {'26'}  CONFIDENCE: 0.9090909090909091
IF set: {'51', '26'}  THEN set: {'31'}  CONFIDENCE: 0.9635974304068522
IF set: {'31'}  THEN set: {'26'}  CONFIDENCE: 0.7853231106243155
IF set: {'26'}  THEN set: {'31'}  CONFIDENCE: 0.9409448818897638
IF set: {'60', '31'}  THEN set: {'26'}  CONFIDENCE: 0.76625
IF set: {'60', '26'}  THEN set: {'31'}  CONFIDENCE: 1.0
IF set: {'26', '31'}  THEN set: {'60'}  CONFIDENCE: 0.8549511854951185
IF set: {'62'}  THEN set: {'60'}  CONFIDENCE: 0.912478336221837
IF set: {'32'}  THEN set: {'31'}  CONFIDENCE: 0.8300970873786407
IF set: {'28'}  THEN set: {'60'}  CONFIDENCE: 0.6605316973415133
IF set: {'29'}  THEN set: {'28'}  CONFIDENCE: 0.7348353552859619
IF set: {'51'}  THEN set: {'62'}  CONFIDENCE: 0.7023675310033822
IF set: {'60', '51'}  THEN set: {'105'}  CONFIDENCE: 0.8979591836734694
IF set: {'51', '105'}  THEN set: {'60'}  CONFIDENCE: 0.9263157894736842
IF set: {'60', '103'}  THEN set: {'105'}  CONFIDENCE: 1.0
IF set: {'105', '103'}  THEN set: {'60'}  CONFIDENCE: 0.759391771019678
IF set: {'103'}  THEN set: {'105'}  CONFIDENCE: 0.7403973509933774
IF set: {'19', '103'}  THEN set: {'18'}  CONFIDENCE: 1.0
IF set: {'92', '19'}  THEN set: {'18'}  CONFIDENCE: 1.0
IF set: {'19', '18'}  THEN set: {'105'}  CONFIDENCE: 0.739938080495356
IF set: {'105', '19'}  THEN set: {'18'}  CONFIDENCE: 1.0
IF set: {'19'}  THEN set: {'18'}  CONFIDENCE: 0.8455497382198953
IF set: {'39', '99'}  THEN set: {'92'}  CONFIDENCE: 0.86
IF set: {'99'}  THEN set: {'92'}  CONFIDENCE: 0.7777777777777778
IF set: {'99', '36'}  THEN set: {'92'}  CONFIDENCE: 0.8211009174311926
IF set: {'27', '31'}  THEN set: {'49'}  CONFIDENCE: 0.7154811715481172
IF set: {'27', '49'}  THEN set: {'31'}  CONFIDENCE: 0.9144385026737968
IF set: {'49'}  THEN set: {'31'}  CONFIDENCE: 0.8035264483627204
IF set: {'49', '29'}  THEN set: {'60'}  CONFIDENCE: 0.8405797101449275
IF set: {'60', '49', '29'}  THEN set: {'105'}  CONFIDENCE: 1.0
