,comp4500_comp7500,engg7302,coms4507_coms7507,metr4202_metr7202,infs3200_infs7907,elec4400_elec7402,csse4011_csse7411,deco4500_deco7450,elec7901,coms7305,coms7307,csse7023,comp3506_comp7505,coms7308,comp3702_comp7702,elec2004,elec7902,coms4105_coms7410,comp7402_comp4403,coms3200_coms7201,coms4200_coms7200,comp7840_comp7860_comp7880,comp6803_comp7801_comp7861_comp7881,comp6804_comp7802_comp7862_comp7882,csse2310_csse7231,csse7610,infs4203_infs7203,deco1800_deco7180,deco2800_deco7280,deco3801_deco7381,deco3800_deco7380,deco6801_deco6802,deco1100_deco7110,deco2300_deco7230,elec4620_elec7462,csse4010_csse7410,csse4004_csse7014,elec3300_elec7302,elec7310,elec2003,elec3400_elec7401,csse3010_csse7301,engg1200,engg7830_metr7830,engg7802_engg7802_engg7804,engg7806_engg7807_engg7808,engg7800,engg7820_metr7820,aero4200,elec3100_elec7101,deco2200,cosc7502_cosc3500,deco2500_deco7250,elec4630_elec7463,infs7410,coms3000_coms7003,infs7900,scie2100,csse2010_csse7201,metr4201_metr7200,engg1300,engg1100,infs1200,csse1001_csse7030,engg4000,deco1400_deco7140,comp4702_comp7703,deco7860_deco7861_deco7862,metr2800,metr4810,elec4403_elec7403,elec4601_elec7606,coms4104_coms7104,csse4603_csse7032,elec4320_elec7420,cosc2500,comp3301_comp7308,coms4103_coms7400,deco3850_deco7385,elec7309,elec4302_elec7311,elec4300_elec7303,csse2002,engg4800,coms7310,infs2200_infs7903,elec7313,engg7811,metr3100,infs3204_infs7204,elec3004_elec7312,deco7350_deco3500,infs4205_infs7205,csse3006_csse7306,engg7000,engg4020_engg7020,engg2800,engg4810,csse3002_csse7001,infs1300_infs7130,scie1000,engg4805,engg4801,engg4802,metr4900_metr4901,elec7051,cosc3000,infs3202_infs7202
s0000089,,,,,,7,,,,,,,7,,,6,,,,,,,,,7,,,,,,,,,,,,,5,,7,7,7,5,,,,,,,7,,,,5,,,,,7,6,6,6,,7,,,,,6,,,,7,,,,,,,,,,6,,,,,,6,,6,,,,,,,7,,,,,,,,,,
s0000090,,,6,,6,,,,,,,,4,,,,,,,6,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,,,6,5,6,,5,,,,,,,5,,,,,,,,,5,,,7,,,,,,,6,,,,5,5,7,,,,,6,,,6,5
s0000091,,,,,,,7,,,,,,,,,7,,7,,7,,,,,7,,,,,,,,,,6,7,,,,7,7,7,6,,,,,,,7,,,,7,,,,,7,,7,6,,6,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,7,7,,,,,,,,,,
s0000092,,,,,,,,,,,,,7,,6,,,,,7,,,,,5,,,4,6,6,6,,6,6,,,,,,,,,,,,,,,,,4,,6,,,6,,,3,,,,5,5,,5,,,,,,,,,,,7,,,,,,4,,,,,,,,,,,,,,,,7,6,,,,,,,,6
s0000093,,6,,,,4,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,6,,,6,,5,5,4,6,,,,,,,5,,,,,,,,,5,,6,5,,5,,,,,,,5,,,,,,,,,,5,4,,,,,,,,,6,,,,,,7,5,,,,,7,,,,,
s0000094,,,,5,,3,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,5,,5,4,,,,,,,,,4,,,,4,,,,,,,,,6,5,6,,,,6,,,,5,,4,,,,,,,3,,7,,5,,,,,5,,,,,,,6,,5,,,6,,,,,
s0000095,,,,,,,,,,,,,,,,7,,,,,,,,,6,,,,,,,,,,6,6,,7,,7,7,6,5,,,,,,,7,,,,5,,,,,7,,6,5,7,6,,,,,,,7,7,,,,,,,,,,,,,,,,,,,7,,,,,,6,7,,,,,6,,,,,
s0000096,,7,,,,5,,,,,,,,,,6,,5,,,,,,,4,,,,,,,,,,,,,5,5,6,6,5,,,,,,,,5,,,,,,,,,,,7,,,5,,,,,5,,,,,,4,,,,,7,5,5,,,,,,,5,,5,,,,,,,6,,,,,6,,,,,
s0000097,,,,,,,,,,,,,7,,,,,,,7,6,,,,6,,,7,5,7,7,,6,,,,,,,,,,5,,,,,,,,,,7,,,7,,,7,,5,6,7,6,,7,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,4,,7,,,,,,,,,7
s0000098,,,,,,5,,,,,,,,,,7,,6,,,,,,,6,,,,,,,,,,6,6,,7,,7,6,7,5,,,,,,,6,,,,,,,,,7,,7,5,,5,,,,,,,,,6,,,,,7,,,,,,,,,,,,,7,,,,,,4,6,,,,,6,,,,,
s0000099,,,,,,,6,,,,,,,,,6,,6,,6,,,,,6,,,,,,,,,,4,5,,4,,6,5,5,5,,,,,,,5,,,,,,,,,6,3,6,5,,6,,,,,,,,,,,,,,,,,,,7,,,,,,,,5,,,,,,5,5,,,,,,,,,,
s0000100,,,6,,,,6,,,,,,,,,7,,,,7,,,,,6,,,,,,,,,,,5,,,,6,5,6,6,,,,,,,6,,,,,,5,,,6,,7,5,7,6,,7,,,,,,,,,,,,,,,,,6,6,,,,,,,6,,,,,,5,,,,,,,,,,,
s0000101,,,,,,4,,,,,,,,,,6,,,,,,,,,4,,,,,,,,,,,,,6,,6,4,5,5,,,,,,,5,,,,,,,,,6,5,7,5,7,5,5,,,,,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,7,6,,,,,,5,,,,5
s0000102,,,,,,7,,,,,,,,,,6,,7,,7,,,,,7,,,,,,,,,,,6,,7,,7,7,7,6,,,,,,,7,,,,,,,,,7,,7,6,,7,,,,,,,,,7,,,,,,,,,,7,6,,,,,,,7,,,,,,6,7,,,,,,,,,,
s0000103,,,,,,,5,,,,,,5,,6,5,,,,,,,,,5,,,,,,,,,,,5,,4,,6,5,7,6,,,,,,,6,,,,,,,,,7,5,6,6,,6,,,,,,,,,,,,,,,,,,,7,6,,,,,,,7,,,,,,6,5,,,,,,,,,,
s0000104,,,,,,7,,,,,,,,,,7,,7,,7,,,,,7,,,,,,,,,,,6,,7,,7,7,7,7,,,,,,,7,,,,,,,,,7,,6,7,,6,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,7,,,,,,7,7,,,,,,,,,,
s0000105,,,,,6,,,,,,,,3,,5,,,,,4,5,,,,1,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,6,,,5,,,,,,,4,4,,,4,,,,,,,,,,,,,,,,3,,,6,,,,4,,,7,,,,5,5,7,,,,6,,,,,4
s0000106,,,,,,,,,,,,,2,,,,,,1,4,4,,,,4,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,,,5,,2,6,4,6,5,4,4,,,,,,,2,,,,,,,,,5,,,,,,,,,3,,,,,3,4,5,,,,,,,,,
s0000107,,,6,,,,,,,,,,4,,3,,,,1,4,,,,,5,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,6,,,6,,,5,,6,5,7,6,,6,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,4,4,6,,,,,,,,,4
s0000108,,,,,,,,,,,,,4,,,,,,,7,,,,,5,,,6,,6,7,,5,6,,,,,,,,,,,,,,,,,4,,5,,,6,,,5,,,,4,7,,7,,,,,,,,,,,7,,6,,,,5,,,,,,,7,,,,,,,,,5,5,,,,,,,,6
s0000109,,,,,,3,5,,,,,,,,,5,,4,,,,,,,4,,,,,,,,,,,6,,4,,6,6,5,5,,,,,,,6,,,,,,,,,6,,6,5,,6,,,,,,,,,,,,,,,,,,,4,5,,,,,,,5,,,,,,4,4,,,6,,,,,,,
s0000110,,,,6,,,6,,,,,,,,,6,,,,,,,,,5,,,,,,,,,,6,5,,,,6,6,6,5,,,,,,,7,,,,5,,,,,6,6,4,6,,6,,,,,,,,,6,,,,,,,,,,4,,,,,,,,7,,,,,,5,6,,,,,,,,,,
s0000111,,7,,,,5,,,,,,,,,,6,,,,,,,,,5,,,,,,,,,,,,,6,,7,7,5,,,,,,,,6,,,,,,,,,,5,,,,6,,,,,,,,,,,6,,,6,,7,5,6,,6,,,,,,,6,,,,,,6,7,,,,,,7,,6,,
s0000112,,,6,,,,,,,,,,6,,,,,,4,6,6,,,,5,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,6,,,6,,,6,,5,5,5,6,,7,,,,,,,,,,,,,,,,,5,,,7,,,,,,,,,,,3,5,6,,,,,,,,,7
s0000113,,,,7,,,6,,,,,,5,,5,5,,,,,,,,,,5,,,,,,,,,6,,,,,5,6,5,,6,,,,,,5,,,,,,6,,,,,,,7,5,,,,,,,,,6,,,,,,,,,,7,,5,,,,,,7,,,,,,4,5,,,,,,,,,,5
s0000114,,,,,,5,,,,,,,,,,6,,6,,,,,,,5,,,,,,,,,,5,5,,7,,6,7,6,5,,,,,,,7,,,,,,,,,,,6,5,,6,,,,,,,,,6,,,,,5,,,,,5,,,,,,,,5,,,,,,6,5,,,,,,6,,,,
s0000115,,,,,6,,,,,,,,5,,6,,,,,7,,,,,5,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,6,,,6,,,6,,5,6,6,6,,6,,,,,,,,7,,,,,,,,,4,,,7,,,,,,,,,,,5,5,4,,,,,,,,,6
s0000116,,,,,6,,,6,,,,,6,,,6,,,,7,5,,,,5,,7,,6,,,,,,,,,,,5,,,,,,,,,,,,,7,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,6,,,7,,,,7,,,,,,,6,5,6,5,,,6,,,,,6
s0000117,,,,6,,6,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,6,,6,6,7,5,,,,,,,6,,,,,,,,,5,5,4,5,,4,,,,,,,,,,,7,,,,,,5,5,,,,,,,,,7,,,,,,4,6,,,,,,6,,,,
s0000118,,,,,,,,,,,,,5,,6,,,,,,,,,,6,,,6,5,5,6,,6,5,,,,,,,,,,,,,,,,,,,6,,,5,,,6,,,,6,6,,7,,,,,,,,,,5,,,4,,,,5,,,4,,,,,,4,,,,,,,7,,,,,,,,,7
s0000119,,,,,4,,,,,,,,4,,,,,,,5,,,,,4,,,4,4,6,5,,5,6,,,,,,,,,,,,,,,,,5,,,,,,,,5,,5,,6,5,,6,,,,,,,,,,,,,,,,,4,,,5,,,,6,,,,,,,,,5,6,,,,,,,,7
s0000120,,,,6,,6,,,,7,,,,,,7,,,,,,,,,4,,,,,,,,,,,,,5,,5,6,5,,,,,,5,4,4,,,,,,,,,,,,,,5,6,,,,,,,,6,,5,,,,,,5,4,,,6,,,,,,6,,,,,,6,4,,,,,,,,,,
s0000121,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,5,5,5,6,,6,,,,,,,,,,,,,,,,,,,,3,,,5,,,4,,4,,4,4,,6,,,,,,,,,,4,,,,,,,4,,,4,,,,5,,6,,,,,,,,6,,,,,,,6,4
s0000122,5,,,,,,,,,,,,5,,5,,,,6,5,5,,,,4,,,,,,,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,,,5,4,4,,6,5,,,,,,,,,,,,,,,,4,,,6,,,,6,,,,,,,5,6,5,,,,5,,,,,6
s0000123,,,,7,,,,,,,,,6,,,6,,,,,,,,,4,,,5,,7,7,,,,6,,,,,7,6,5,,,,,,,,,,,,,,5,,,,,,,6,5,,,,,7,,,,,,,,,,,,,,5,7,,7,,,6,,7,,,,,,,,7,,,,,,7,,,
s0000124,,,,,,4,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,6,5,,6,,7,5,5,5,,,,,,,6,,,,,,,,,6,,5,6,,6,,5,,,,,,,,,,,,,,,,,,6,,,,,,,7,,,,,4,6,4,,,,,5,,,,,
s0000125,,,,,,4,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,4,,,,,5,4,4,5,,,,,,,6,,,,5,,,,,5,,5,6,6,5,,,,,,,5,6,,,,,,,,,,,5,,,,,,,,7,,,,,,5,5,,,,,,6,,,,
s0000126,,,,,,,7,,,,,,6,,7,5,,,,,,,,,6,,,,,,,,,,6,7,,,,7,7,7,7,,,,,,,6,,,,,,7,,,7,7,5,6,,7,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,6,7,,,,,,,,,,
s0000127,,,6,,,,,,,,,,6,,,,,,7,7,6,,,,6,,,,6,,,,,,,,,,,,,,6,7,,,,,,,,,7,,,6,,,7,,4,6,7,7,,,,,,,,,,,,,7,,,,,,7,6,,,,,,,,,,,,,4,5,7,,,,,,,,,
s0000128,,,,,,,,,,,,,,,,6,,,,,,,,,4,,,,,,,,,,4,4,,,,5,4,4,6,,,,,,,3,,,,4,,,,,5,4,5,6,,6,,,,,,,4,4,,,,,,,,,,,,7,,,,,,,5,,,,,,4,5,,,,,6,,,,,
s0000129,,,,,,,,,,,,,4,,5,,,,,7,,,,,5,,,,6,,,,,,,,,,,,,,5,,,,,,,,,,7,,,6,,,6,,4,6,5,4,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,,,5,4,7,,,,,,,,5,7
s0000130,,4,,,5,4,,,,,,4,5,,,3,,,,5,,,,,,,,,,,,,,,,,,4,6,4,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,2,4,,,,4,,,,6,,,,,,,5,,,,4,,,,,,5,,,,,6
s0000131,,,,,,5,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,6,,,6,,5,4,2,6,,,,,,,7,,,,5,,,,,6,5,6,6,,6,,,,,,,,,,,,,,,,,,6,4,,,,,,,,6,,,,,,5,5,,,,,,,,,,
s0000132,,,,,6,,,,,,,,,,,,,,,,,,,,,,,6,5,7,6,,5,7,,,,,,,,,,,,,,,,,7,,7,,,,,,5,,5,,5,5,,6,,,,,,,,,,,,,7,,,,4,,,5,,,,6,,6,,,,,,,,6,,,,,,,,6
s0000133,,,,,,,,,,,,,7,,,6,,5,7,,,,,,5,,,,,,,,,,,6,,5,,6,6,6,7,,,,,,,6,,,,,,,,,6,,6,6,,6,,,,,,,,,,,,,,,,,,,7,,,,,,,,5,,,,,,5,6,,,,7,,,,,,
s0000134,,,,,,5,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,6,,6,,7,6,7,5,,,,,,,7,,,,,,,,,6,,6,5,6,5,,,,,,,,,,,,,,,,,,6,4,,,5,,,,,5,,,,,,6,5,,,,,,6,,,,
s0000135,,,,,,,6,,,,,,,,,6,,7,,,,,,,6,,,,,,,,,,6,7,,6,,7,6,7,6,,,,,,,7,,,,,,,,,6,,7,6,,7,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,6,7,,,,,,,,,,
s0000136,,,,,,5,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,5,,,5,,5,5,5,6,,,,,,,5,,,,,,,,,5,,5,5,7,6,,,,,,,,,,,,,,,,,,5,,,,5,,,,,6,,,,,,6,5,,,,,7,,,,,
s0000137,,,,,,,,,,,,,3,,,,,,,4,,,,,4,,,4,4,6,5,,5,5,,,,,,,,,,,,,,,,,,,3,,,,,,2,,4,,6,4,,6,,,,,,,,,,,,,5,,,,3,,,1,,,,,,,,,,,,,7,6,,,,,,,,6
s0000138,,,,6,,7,,,,,,4,4,,,5,,,,,,,,,,,,7,,6,6,,6,,,,,,,,5,,,,,,,,,4,,,,,,,7,,,,,,,2,6,6,,,,,,,,,,,,6,,,,,,5,,7,,,,,,,,,,,1,,,,,,4,,,,,6
s0000139,,,,,,6,,,,,,,,,,7,,7,,7,,,,,5,,,,,,,,,,,6,,7,,6,7,6,6,,,,,,,7,,,,,,,,,6,,5,7,,5,,,,,,,,,,,,,,,,,,7,,7,,,,,,,6,,,,,,6,7,,,,,,,,,,
s0000140,,7,,,,4,,,,,,,,,,6,,,,,,,,,4,,,,,,,,,,,,,4,7,5,5,,,,7,,,,,4,,,,5,,,,,,,,,5,4,,,,,,,,,,,6,,,,,7,,4,2,6,,,,,,,5,,,,,,,4,,,,6,,,,,,
s0000141,,,,,,,,,,,,,5,,6,,,,,5,,,,,4,,,4,4,6,5,,6,5,,,,,,,,,,,,,,,,,5,,6,,,5,,,6,,,,5,6,,7,,,,,,,,,,,7,,,,,,5,,,,,,,,,7,,,,,,,7,,,,,,,,,
s0000142,7,,7,,,,,,,,,,7,,,,,,,,,,,,7,,,,7,,,,,,,,,,,,,,7,,,,,,,,,7,7,,,7,,,7,,7,7,7,7,,7,,,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,7,7,7,,,,7,,,,,
s0000143,,,,7,,,,,,,,,7,,,7,,,,,,,,,6,,,,7,7,,,,,,7,,,,,,7,,,,,,,,,,,,,,7,,,,,,,7,7,7,,,,7,,,,,,,,7,,,,,,6,7,,7,,,6,,7,,,,,,,,7,,,,,,7,,,
s0000144,,,,,,,,,,,,,6,,5,,,,6,5,,,,,4,,,,6,5,5,,,,,,5,,,,,,6,,,,,,,,,,7,,,,,,,,,3,7,5,,7,,,,,,,,,,,6,,,,,,5,,,7,,,,,,,,,,,4,,6,,,,,,,,,7
s0000145,,,,,,,5,6,,,,,5,,,,,,,6,6,,,,6,,,,,,,,,,,4,,,,2,,5,,,,,,,,,,,6,,,,,,,,,,6,5,,6,,,,,,,,,,,6,,,,,,6,,,,,,,6,,,,,,,2,4,4,,,,6,,,,,7
s0000146,2,,7,,,,,6,,,,,6,,6,,,,,5,,,,,4,,,,,,,,,,,,7,,,,,,,,,,,,,,,5,6,,,5,,,,,,,5,6,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,7,,,,,5,6,7,,,,,6,,,,7
s0000147,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,5,6,6,,5,7,,,,,,,,,,,,,,,,,5,,6,,,,,,6,,2,,5,5,,7,,,,,,,,,,,,,6,,,,6,,,7,,,,4,,6,,,,,,,,6,,,,,,,,6
s0000148,5,,6,,,,,,,,,,5,,6,,,,5,6,5,,,,5,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,6,,,5,,,,,,,6,4,,6,,,,,,,,,,,6,,,,,,5,,,,,,,,,,,,,,4,6,6,,,,7,,,,,
s0000149,4,,,,,,,,,,,,6,,1,,,,4,6,,,,,4,,,,7,,,,,,,,,,,,,,4,,,,,,,,,,4,,,5,,,2,,3,6,5,4,,3,,,,,,,,,,,,,,,,,6,,,,,,,2,,,,,,,2,5,7,,,,,,,,,
s0000150,,,,,4,,,,,,,,4,,3,,,,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,5,,,,,,,5,6,,7,,,,,,,,4,,4,,,,,,,6,,,6,,,,5,,,,,,,6,4,5,,,,6,,,,,7
s0000151,,,,,,,5,,,,,,4,,,4,,,,,,,,,4,,,,,,,,,,4,6,,5,,5,4,5,5,,,,,,,5,,,,,,,,,4,,6,6,,5,,,,,4,,,,,,,,,5,,,,,4,,,,,,,,6,,,,,,,5,,,,,,,,,,
s0000152,,,,,,5,,,,,,,,,,7,,,,,,,,,6,,,,,,,,,,,7,,6,,7,7,7,6,,,,,,,7,,,,,,,,,7,6,7,7,,6,,,,,,,6,,,,,,,,,,,6,7,,,,,,,,7,,,,,,5,7,,,,,,,,,,
s0000153,,,,,,,,,,,,,4,,,,,,,4,,,,,4,,,4,4,5,5,,6,4,,,,,,,,,,,,,,,,,4,,6,,,,,,4,,,,4,5,,6,,,,,,,,,,,,,,,,,4,,,4,,,,,,6,,,,,,,5,6,,,,,,,,5
s0000154,,,5,,,,,,,,,,4,,,,,,,7,,,,,4,,,4,5,6,5,,4,,,,,,,,,,,,,,,,,,,,,,,5,,,4,,,,6,5,,6,,,,,,,,,,,6,,,,,,4,,,4,,,,4,,,,,,,,,6,7,,,,,,,,5
s0000155,,,,,5,,,,,,,,5,,6,,,,,7,,,,,7,,,7,7,6,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,7,6,,7,,,,,,,,,,,6,,,,,,6,,,7,,,,7,,,,,,,,,7,7,,,,,,,,7
s0000156,,,,,,5,,,,,,,,,,6,,,,,,,,,4,,,,,,,,,,,,,6,,6,6,,5,,,,,,,6,,,,,,,,,6,7,5,6,,6,6,,,,,,,,,,7,,,,,,6,7,,,,,,,,,7,,,,,,4,6,,,,,,7,,,,
s0000157,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,5,5,5,5,,5,6,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,6,5,,6,,,,,,,,,,,,,5,,,,4,,,5,,,,5,,7,,,,,,,4,6,,,,,,,,4
s0000158,,,,,,6,,,,,,,,,,7,,6,,,,,,,5,,,,,,,,,,,,,7,,7,7,6,6,,,,,,,7,,,,,,,,,,,7,5,,6,,7,,,,,,,,,7,,,,,,7,6,,,,,,,,,7,,,,,,6,7,,,,,,6,,,,
s0000159,,,,,,,,,,,,,,,,7,,,,,,,,,5,,,,,,,,,,7,,,7,,7,7,7,6,,,,,,,6,,,,6,,,,,,5,7,7,,6,,,,,,,6,6,,,,,,,,,,,,6,,,,,,,7,,,,,,6,7,,,,,,7,,,,
s0000160,4,,,,,,,,,,,,5,,6,,,,7,7,,,,,4,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,6,,,7,,,6,,6,6,7,6,,,7,,,,,,,,,,,,,,,,6,,,7,,,,,,,,,,,5,5,6,,,,,,,,,
s0000161,,,,,,7,,,,,,,,,,7,,,,,,,,,4,,,,,,,,,,6,,,7,,6,7,7,6,,,,,,,7,,,,,,6,,,6,6,6,7,,6,,,,,,,,,,,,,,6,,,,6,,,,,,,,,7,,,,,,5,7,,,,,,,,,,
s0000162,,,,,,5,,,,,,,,,,5,,,,6,,,,,5,,,,,,,,,,,6,,5,,6,7,6,6,,,,,,,7,,,,,,,,,6,,6,5,7,6,,,,,,,,,6,,,,,,,,,,5,,,,,,,,6,,,,,,6,6,,,,,,,,,,
s0000163,,,,,,,,,,,,,4,,,,,,,6,,,,,4,,,4,5,5,5,,4,,,,,,,,,,,,,,,,,,,,6,,,5,,,5,,5,,7,4,,7,,,,,,,,,,,6,,,,,,5,,,,,,,,,,,,,,,,6,6,,,,,,,5,5
s0000164,,,,,,,,7,,,,,5,,,6,,,,7,,,,,5,,,,5,,,,,,,,,,,5,,,6,,,,,,,3,,,6,,,,,,6,,7,5,7,5,,6,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,5,6,5,,,,,,,,,
s0000165,,,,,,6,,,,,,,,,,6,,7,,7,,,,,5,,,,,,,,,,,6,,7,,7,7,7,7,,,,,,,7,,,,,,,,,7,,7,6,,6,,,,,,,,,,,,,,,,,,7,,6,,,,,,,7,,,,,,6,7,,,,,,,,,,
s0000166,,,,,5,,,,,,,,2,,2,,,,,,,,,,,,,2,3,4,5,,5,,,,,,,,,,,,,,,,,,4,,5,,,,,,3,,3,,5,5,,6,,,,,,,,,,,,,,,,,4,,,5,,,,,,5,,,,,,,4,4,,,,,,,,5
s0000167,,,,,6,,,5,,,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,7,,,,,,,,5,,,4,,,,,,4,7,,7,,,,4,,,5,,,7,4,5,6,,,,,6,,,,5
s0000168,,,,,,5,,,,,,,,,,6,,4,,,,,,,5,,,,,,,,,,,4,,5,,6,5,5,6,,,,,,,6,,,,,,,,,6,4,6,6,,6,,,,,,,,,,,,,,,,,,,6,5,,,,,,,6,,,,,,4,4,,,,,,,,,,
s0000169,,,,,,7,,,,,,,,,,6,,6,,,,,,,4,,,,,,,,,,,,,6,,6,7,6,6,,,,,,,7,,,,4,,,,,6,,7,6,,6,,,,,,,6,,,,,,,,,,,5,,,,,,,,,7,,,,,,6,6,,,,,7,,,,,
s0000170,,,,,,5,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,5,,,5,,7,5,4,,,,,,,,5,,,,5,,,,,,4,,,,6,,,5,,,,6,,5,,5,,,,,,,,6,,,,,,,,5,,,,,,6,6,,,,,,7,,,,
s0000171,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,4,,,6,,6,5,4,6,,,,,,,5,,,,,,,,,5,,7,7,,5,,,,,,,,,,,5,,,,,,4,4,,5,,,,,,,5,,,,,,4,4,,,,,5,,,,,
s0000172,,,,,6,,,,,,,,3,,,,,,,6,,,,,3,,,4,4,7,6,,5,4,,,,,,,,,,,,,,,,,5,,6,,,,,,2,,,,4,4,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,6,,,,,,,6,7,,,,,,,,4
s0000173,,,,,,,,,,,,,6,,,6,,,,7,,,,,5,,,,,,,,,,,5,,,,5,6,6,6,,,,,,,6,,,,,,,,,7,5,5,6,7,5,,,,,,,,,,,,,,,,,,,7,,,6,,,,,6,,,,,,4,5,,,,,,,,,,
s0000174,,,,,,4,6,,,,,,,,,5,,5,,6,,,,,4,,,,,,,,,,,4,,6,,4,5,4,,,,,,,,4,,,,5,,,,,,,,,,6,,,,,,,6,,,,,,6,,,,,,4,,,,,,,,6,,,,,,5,5,,,,,6,,,,,
s0000175,,,,,,,6,,,,,,,,,5,,5,,,,,,,4,,,,,,,,,,4,5,,4,,4,5,4,5,,,,,,,5,,,,,,,,,5,,7,6,,5,,4,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,5,5,,,,,,,,,,
s0000176,,,,,,5,,,,,,,,,,6,,,,,,,,,4,,,,,,,,,,,,,6,,5,4,7,6,,,,,,,7,,,,,,,,,5,,,6,,5,,7,,,,,,,7,,5,,,,,,5,4,,6,,,,,,,6,,,,,,5,7,,,,,,,,,,
s0000177,,,,,,,6,,,,,,,,,5,,4,,,,,,,5,,,,,,,,,,4,6,,,,3,3,4,4,,,,,,,4,,,,,,5,,,,,,5,6,5,,,,,,,,,,,,,7,,,,,,5,,,,,,,,6,,,,,,4,5,,,,,7,,,,,
s0000178,,,,,,4,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,4,,5,6,5,6,,,,,,,3,,,,,,,,,7,4,7,6,,6,5,,,,,,,,,,2,,,,,,4,4,,,,,,,,,5,,,,,,6,,,,,,,6,,,,
s0000179,,,,7,,,,,,,,,5,,5,4,,,6,,,,,,6,,,,7,7,6,,,,,,,5,,4,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,5,5,,,,,,,6,,,,,,6,,,,,,5,,5,,,,,,,,7,,,,,,5,,,
s0000180,,,,,,,,,,,,,,,,5,,5,,,,,,,3,,,,,,,,,,5,,,4,,4,3,4,5,,,,,,,5,,,,,,,,,5,,5,6,,5,,6,,,,,,,,,,,,,,,,4,,6,,,,,,,5,,,,,,6,6,,,,,,6,,,,
s0000181,,,,,4,,,,,,,,5,,5,,,,,,,,,,,,,4,5,6,6,,6,4,,,,,,,,,,,,,,,,,4,,5,,,,,,5,,,,4,4,,6,,,,,,,,,,,,,,,,,1,,,6,,,,4,,5,,,,,,,5,,,,,,,,,5
s0000182,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,6,,5,4,2,4,,,,,,,4,,,,,,,,,5,5,6,5,,6,,,,,,,,,6,,5,,,,,,,4,3,,,,,,,,5,,,,,,3,4,,,,,,4,,,,
s0000183,,,,,,,,,,,,,6,,,,,,,,,,,,6,,,,5,,,,,,,,,,,,,,7,,,,,,,,,,5,,,7,,,6,,7,7,6,6,,7,7,,,,,,,6,,,,,,,,,6,,,6,,,,,,,,,,,5,6,7,,,,,,,,,6
s0000184,,,,,,7,,,,,,,,,,7,,7,,,,,,,6,,,,,,,,,,6,7,,7,,7,7,7,,,,,,,,7,,,,,,,,,,,,,7,6,,,,,,,,,7,,,,,7,,,,,6,,,,,,,,7,,,,,,7,7,,,,,7,,,,,
s0000185,,,,,,,,,,,,,5,,6,,,,7,6,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,4,,6,,,,,,,,,,5,4,,,6,,,,,,,,,,7,,,,,,5,,,,,,,6,,,,,,,7,5,5,,,,6,,,,7,7
